(Internal) id;(Source) id;Title;Authors;Publication type;Abstract;Abstract Screening Phase;Full-text screening phase;Reason of exclusion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23080812;wos669;Production of grooming-associated sounds by chimpanzees (Pan troglodytes) at Ngogo: variation, social learning, and possible functions;Watts D P;Journal Article;"Chimpanzees (Pan troglodytes) use some communicative signals flexibly and voluntarily, with use influenced by learning. These signals include some vocalizations and also sounds made using the lips, oral cavity, and/or teeth, but not the vocal tract, such as 'attention-getting' sounds directed at humans by captive chimpanzees and lip smacking during social grooming. Chimpanzees at Ngogo, in Kibale National Park, Uganda, make four distinct sounds while grooming others. Here, I present data on two of these ('splutters' and 'teeth chomps') and consider whether social learning contributes to variation in their production and whether they serve social functions. Higher congruence in the use of these two sounds between dyads of maternal relatives than dyads of non-relatives implies that social learning occurs and mostly involves vertical transmission, but the results are not conclusive and it is unclear which learning mechanisms may be involved. In grooming between adult males, tooth chomps and splutters were more likely in long than in short bouts; in bouts that were bidirectional rather than unidirectional; in grooming directed toward high-ranking males than toward low-ranking males; and in bouts between allies than in those between non-allies. Males were also more likely to make these sounds while they were grooming other males than while they were grooming females. These results are expected if the sounds promote social bonds and induce tolerance of proximity and of grooming by high-ranking males. However, the alternative hypothesis that the sounds are merely associated with motivation to groom, with no additional social function, cannot be ruled out. Limited data showing that bouts accompanied by teeth chomping or spluttering at their initiation were longer than bouts for which this was not the case point toward a social function, but more data are needed for a definitive test. Comparison to other research sites shows that the possible existence of grooming-specific sound dialects in chimpanzees deserves further investigation.";Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445716;wos670;I see how you feel: Recipients obtain additional information from speakers' gestures about pain;"Rowbotham S J; Holler J; Wearden A; Lloyd D M";Journal Article;"Objective: Despite the need for effective pain communication, pain is difficult to verbalise. Co-speech gestures frequently add information about pain that is not contained in the accompanying speech. We explored whether recipients can obtain additional information from gestures about the pain that is being described.
Methods: Participants (n = 135) viewed clips of pain descriptions under one of four conditions: 1) Speech Only; 2) Speech and Gesture; 3) Speech, Gesture and Face; and 4) Speech, Gesture and Face plus Instruction (short presentation explaining the pain information that gestures can depict). Participants provided free-text descriptions of the pain that had been described. Responses were scored for the amount of information obtained from the original clips.
Findings: Participants in the Instruction condition obtained the most information, while those in the Speech Only condition obtained the least (all comparisons p < 0.001).
Conclusions: Gestures produced during pain descriptions provide additional information about pain that recipients are able to pick up without detriment to their uptake of spoken information.
Practice implications: Healthcare professionals may benefit from instruction in gestures to enhance uptake of information about patients' pain experiences. (C) 2016 Elsevier Ireland Ltd. All rights reserved.";Excluded;NA;Neuro-atypical subjects;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445627;wos671;Laterality of hand function in naturalistically housed chimpanzees (Pan troglodytes);"Fletcher A W; Weghorst J A";Journal Article;Studies of laterality of hand function in chimpanzees (Pan troglodytes) have the potential to tell us about the origins of handedness in Homo sapiens. However, the data are confusing, with discrepancies present between studies done in the field and the laboratory: the former show wild chimpanzees to be unlateralised at the population level, while the latter show captive chimpanzees as lateralised at the population level. This study of 26 semi-free ranging chimpanzees of Chester Zoo, UK, aimed to investigate a situation between the wild and captivity and provided ethological data for 43 categories of spontaneous manual use and 14 categories of tool use. Other variables recorded were subordinate hand activity, whether the subject was arboreal or terrestrial, and the identity of the subject. Using switching focal subject sampling, 23,978 bouts of hand use and 1,090 bouts of tool use were recorded. No population-level handedness was present for manual non-tool use activities in the naturalistically housed chimpanzees of Chester Zoo in a similar way to studies of wild chimpanzees. However, about half of the individuals were lateralised to one side or the other for the foraging behaviours of pick up, eat, and pluck. Using a modified version of McGrew and Marchant's (1997) Laterality Framework, these results are comparable to some wild and captive populations for similar foraging tasks. Bimanuality was rare and thus prevented comparison with captive experimental studies that have reported population right handedness. Behaviour involving contact with water elicited stronger lateralisation. Chester chimpanzees were more likely to exhibit hand preferences for manual tasks with increasing age but there were no effects of sex or rearing history on hand specialisations in adult individuals. Lateralisation was biased in tool use, which evoked significant left hand preferences in half the individuals, with no effect of age. Results are discussed comparatively with reference to methodological and developmental issues. Longitudinal studies of hand use are needed to increase our understanding of laterality of hand use in chimpanzees.;Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445575;wos672;Rethinking handshape A new notation system for sign language;Wehrmeyer E;Journal Article;Concerted attention in sign language linguistics has focused on finding ways to document signs. Until now, most notation systems rely on a complex plethora of symbols and are under-specific, to the extent that visual images are still the most widely accepted way of recording primary data. This paper presents a novel phonetic notation of handshape in a step towards deriving an International Phonetic Alphabet for sign languages, based on digit shape (configuration) and position in terms of reference coordinates, aiming at both readability and precision. It is sufficiently hybrid to allow for both accurate measurements and estimates of digit positions, thereby affording a way of representing handshapes suitable for lexicography, studying phonetic variation and avatar programming. Originally tailored to describe handshapes in South African Sign Language, it can also notate gestures. After discussing transcription methods and hand physiology, digit configurations are defined in terms of joint angles. Variations in configuration positions are then specified in terms of Cartesian reference coordinates.;Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22444827;wos673;Covert word reading induces a late response in the hand motor system of the language dominant hemisphere;"Meister I G; Weier K; Staedtgen M; Buelte D; Thirugnanasambandam N";Journal Article;Recent work has demonstrated that overt reading influences the excitability of the language-dominant hand motor cortex. However, this effect was related to speech output, whereas results on silent reading have been inconsistent, and have not allowed for systematic investigation of the different stages of word recognition. To investigate a possible modulation of the cortical excitability mediating hand movements through different stages of covert reading, motor evoked potentials (MEP) from hand muscles in right-handed subjects were recorded. We showed a significant increase of the excitability of the hand motor cortex of the dominant hemisphere during late stages of covert word reading, whereas processing of abstract shapes had no effect and covert articulation induced a decrease in hand motor cortex excitability. There was no significant change of MEP amplitudes during earlier stages of covert reading in the dominant hemisphere or in the non-dominant hemisphere. Our results demonstrate a functional connection between cortical networks mediating linguistic processing and hand movements without concurrent activation of the motor cortex through overt articulation at late stages of word reading, which have been shown to involve converging activation of classic left frontal language regions. We speculate that the effect reported here is related to a cortical network mediating gestures which are a part of verbal communication. This supports recent theories on language evolution which postulate that language emerged through manual gestures. (C) 2009 IBRO. Published by Elsevier Ltd. All rights reserved.;Included;Excluded;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445255;wos675;Genetic and environmental contributions to the expression of handedness in chimpanzees (Pan troglodytes);"Hopkins W D; Adams M J; Weiss A";Journal Article;Most humans are right-handed and, like many behavioral traits, there is good evidence that genetic factors play a role in handedness. Many researchers have argued that non-human animal limb or hand preferences are not under genetic control but instead are determined by random, non-genetic factors. We used quantitative genetic analyses to estimate the genetic and environmental contributions to three measures of chimpanzee handedness. Results revealed significant population-level handedness for two of the three measuresthe tube task and manual gestures. Furthermore, significant additive genetic effects for the direction and strength of handedness were found for all three measures, with some modulation due to early social rearing experiences. These findings challenge historical and contemporary views of the mechanisms underlying handedness in non-human animals.;Included;Included;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23080792;wos676;The Role of Nonverbal and Verbal Communication in a Multimedia Informed Consent Process;"Plasek J M; Pieczkiewicz D S; Mahnke A N; McCarty C A; Starren J B; Westra, B L";Journal Article;"Objective: Nonverbal and verbal communication elements enhance and reinforce the consent form in the informed consent process and need to be transferred appropriately to multimedia formats using interaction design when re-designing the process.
Methods: Observational, question asking behavior, and content analyses were used to analyze nonverbal and verbal elements of an informed consent process.
Results: A variety of gestures, interruptions, and communication styles were observed.
Conclusion: In converting a verbal conversation about a textual document to multimedia formats, all aspects of the original process including verbal and nonverbal variation should be one part of an interaction community-centered design approach.";Included;Excluded;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445608;wos677;Theory of gesture in the 1920s Russian Avant-Garde: affect and embodiment in Stanislavski's philosophy;Weygandt S;Journal Article;In performance, it naturally occurs to the actor to become aware of her emotions, inner spirit, and physical agility, and Stanislayski established exercises to hone the understanding of these three realms. He found that there is an indissoluble link between internal sensation and physical expression, and he studied this phenomenon as the crux of his research. By the 1910s and 1920s - a culture replete with an interest in spiritualism - Stanislayski began to ground his physical training exercises in modernist theories that examined the spirit within the material body. The main goal of this essay is to analyse innovations in movement training, as I hope that this information offers insights to the field of Stanislayski research by positing that his system initiated an original language of gesture in dramatic art by which actors trained to use the body as their main source of scenic expression.;Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445087;wos678;The culture ready brain;Whitehead C;Journal Article;In this article, I examine two hypotheses of language origins: the extended mirror system hypothesis and the vocal grooming hypothesis. These conflict in several respects, partly because their authors were trained in different disciplines and influenced by different kinds of evidence. I note some ethnographic/linguistic and psychological issues which, in my view, have not been sufficiently considered by these authors, and present a 'play and display' hypothesis which aims to explain the evolution, not of language, but of the 'culture ready brain'-with apologies to Arbib for so extending his original concept. In the second half of the article, I will test all three hypotheses against the available fossil, archaeological and neuroimaging evidence.;Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445543;wos680;Necessity and possibility modals in Brazilian Sign Language (Libras);"Xavier N A; Wilcox S";Journal Article;This article reports the results of a study of necessity and possibility modals in Brazilian Sign Language (Libras). The data discussed here mainly come from an interview carried out with a fluent deaf Libras signer. Our analysis suggests that the Libras modals we elicited have a lexical source with a more concrete meaning (Bybee 1994 et al.) and, in some cases, can have their origin traced back to a gesture, as has been demonstrated for ASL (Wilcox & Shaffer 2006). It also suggests, based on synchronic polysemy, that modals in Libras have developed through the same grammaticization processes observed for spoken languages. The results, coming from a language in the signed modality, contribute to our understanding of the truly typologically universal paths of grammaticization and the semantic domain of modality.;Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445579;wos681;Signs of the origin of syntax;"Armstrong D F; Stokoe W C; Wilcox S E";Journal Article;This paper introduces a gestural theory for the origin of syntax, certainly one of the most difficult questions in the study of language origins. This proposal recognizes both visible and vocal gestures as having an evolutionary role but suggests that visible gestures played a special role in the emergence of syntax. The fundamental kernal of syntax is seen as inherent in visible gestural communication and available for extension by means of ordinary evolutionary processes. In manual gesturing, a hand (as agent) moves (what verbs imply) and may act on another part of the body (as patient). It is proposed, then, that the formation of a manual gesture entails a preadaptive elementary syntax. As gesture becomes linguistic sign, it carries with it the seed of the basic syntactic relationship-it refers and also relates. The social behavior of the hominids could have supplied conditions that enhanced the fitness of individuals and groups with increasingly sophisticated communication systems. The embryo sentences already present in gestural communication might then have constituted preadaptive behaviors available for extension into increasingly complex syntactic structures.;Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445245;wos683;Moving from hand to mouth: echo phonology and the origins of language;Woll B;Journal Article;Although the sign languages in use today are full human languages, certain of the features they share with gestures have been suggested to provide information about possible origins of human language. These features include sharing common articulators with gestures, and exhibiting substantial iconicity in comparison to spoken languages. If human proto-language was gestural, the question remains of how a highly iconic manual communication system might have been transformed into a primarily vocal communication system in which the links between symbol and referent are for the most part arbitrary. The hypothesis presented here focuses on a class of signs which exhibit: 'echo phonology,' a repertoire of mouth actions which are characterized by 'echoing' on the mouth certain of the articulatory actions of the hands. The basic features of echo phonology are introduced, and discussed in relation to various types of data. Echo phonology provides naturalistic examples of a possible mechanism accounting for part of the evolution of language, with evidence both of the transfer of manual actions to oral ones and the conversion of units of an iconic manual communication system into a largely arbitrary vocal communication system.;Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445438;wos684;Writing China: Gu Wenda, Victor Segalen and Their Steles;Wong L C M;Journal Article;The problem of writing China has been about the difficulty of the West in recognizing China as a contemporaneous reality while conceiving it in terms of cultural difference. This essay examines Gu Wenda's Forest of Stone Steles: Retranslation and Rewriting of Tang Poetry and Victor Segalen's Steles: Records of Steles Old and New in exploration of a mode of cultural articulation that takes seriously the set of differences associated with writing China in the 21st century. Gu's very gesture of crossing the divide between the Chinese language and the English language reminds us that the idea of a monolingual and homogeneous culture is never adequate for characterizing human activities. Nevertheless, his notion of cultural boundary is limited by categories such as 'nations' and 'civilizations', and thus, it stops short of disclosing other contact zones of cultures. In contrast, Segalen brings the Chinese language and the French language into an equivocal relationship of 'origin' and 'translation' as well as exploring a non-identitarian interweaving of cultures. This essay argues that while China's rapid incorporation into the global economic system seems to portend that the global status quo will bind us in an enclosed space of ever more sameness, be it capitalist economy, information technology or mass-culture industry, Segalen inspires us to put into play a world in which relations remain to be made and for which differences have yet to be articulated through the enactments of spaces he demonstrates in Steles.;Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445429;wos686;A review of domestic dogs' (Canis familiaris) human-like behaviors: Or why behavior analysts should stop worrying and love their dogs;"Udell M A R; Wynne C D L";Journal Article;Dogs likely were the first animals to be domesticated and as such have shared a common environment with humans for over ten thousand years. Only recently, however, has this species' behavior been subject to scientific scrutiny. Most of this work has been inspired by research in human cognitive psychology and suggests that in many ways dogs are more human-like than any other species, including nonhuman primates. Behavior analysts should add their expertise to the study of dog behavior, both to add objective behavioral analyses of experimental data and to effectively integrate this new knowledge into applied work with dogs.;Excluded;NA;Not focused on primates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445636;wos687;Indirect reports as semantic-pragmatic games;Yasrebi S;Journal Article;This paper examines indirect reports from the lens of socio-cognitive approach (SCA) to pragmatics. Indirect reports have the capacity to re-mold the substance of the original utterance as a whole. In direct reporting, the original utterance is produced in an actual situational context, and then, it is being reported by a different speaker in a new situational context. So, the utterance which was initially produced is only interpretable in the light of the common ground A whereas the reported utterance is only interpretable in the light of common ground B. We have it from Kecskes (2013. Intercultural pragmatics. New York: Oxford University Press: 159) that 'common ground is both an a priori existing and a cooperatively constructed mental abstraction. Likewise, the main condition of reporting is the need of the hearer: there would be no need for reported speech if the audience were already aware of the content of the report. For that reason, the process of meaning making in reporting, that is, the transmission and simultaneously creation of meaning is inextricably bound with the question of context, salience, common ground, pragmatics, semantics and syntax, not to mention all those bodily gestures and expressions that can, or more importantly, cannot be registered in language.;Excluded;NA;Theoretical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22444913;wos688;Social significance of trunk use in captive Asian elephants;"Yasui S; Idani G";Journal Article;"Tactile behaviour plays an important role in maintaining social relationships in several mammalian species. Touching with the tip of the trunk is a common social behaviour among Asian elephants (Elephas maximus). This is considered an affiliative behaviour; however, few studies have investigated it in detail. Therefore, this study aimed to determine whether this is an affiliative behaviour and whether it has other functions. We directly observed a group of captive female Asian elephants in Thailand. We found that the elephants usually touched each other with their trunks shaped in a U (U-type) or S (S-type) shape. The S-type shape was observed mainly when the elephants touched the lips of other elephants; however, this behaviour was occasionally observed in agonistic or play contexts, where it appeared to be a threat or dominant behaviour, particularly amongst adults. In contrast, the U-type shape was more frequently observed when the elephants were disturbed, where it appeared as a gesture for reassurance. We found that the U-type touch on the genitals may be used for interacting with neonates. Therefore, we suggest that despite the S-type touch having a tactile component, it may be a rare behaviour in Asian elephants that is similar to visual threat displays in other mammals. However, the U-type touch is similar to social grooming behaviour in primates or flipper rubbing in dolphins, and can be used as an indicator of affiliative relationships. Asian elephants change the shape of their trunk while touching others depending on their motivation and the situation, thereby demonstrating that the nuances of trunk use can assist in understanding the social relationships between individuals.";Excluded;NA;Not focused on primates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445358;wos689;Film translation in China Features and technical constraints of dubbing and subtitling English into Chinese;Yu H K;Journal Article;Film translation in China began as early as 1949 and has been developing very fast. This article aims at providing an overview of the current situation of film translation in China and explores the two major types of English-Chinese film translation: dubbing and subtitling. Therefore, it can be roughly divided into two parts. The first part constitutes a general background for the study of film translation. The author of this article first discusses film's origin and nature, the features of film language and the classification of film translation. Of the four categories of film translation (subtitling, lip-sync dubbing, narration, and free-commentary), dubbing and subtitling are the main forms used in China. Then the differences between the two types and social preference for them are analyzed. The author also presents a summary of film translation's development and current studies on this topic. The second part probes into the details of dubbing and subtitling. This article investigates the features and technical constraints of dubbing and subtitling. The main techniques adopted in practice are illustrated through specific examples. Both forms have their relative advantages and disadvantages. In subtitling, standardization and simplification are its two important techniques. Standardization is concerned with the transfer of text mode - from spoken text to written text, while simplification is related to the technical constraints in subtitling, namely spatial and temporal constraints. In dubbing, the translator should make his translation fit into the pictures and synchronize the lines and the pictures, so lip synchronization, gestures and pauses are the major constraints in dubbing. As the two main forms of film translation in China, dubbing and subtitling coexist and compete with each other in the market.;Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23080874;wos690;Evolving an emotion recognition module for an intelligent agent using genetic programming and a genetic algorithm;"Yusuf R; Sharma D G; Tanev I Shimohara K";Journal Article;"Most studies use the facial expression to recognize a user's emotion; however, gestures, such as nodding, shaking the head, or stillness can also be indicators of the user's emotion. In our research, we use the facial expression and gestures to detect and recognize a user's emotion. The pervasive Microsoft Kinect sensor captures video data, from which several features representing facial expressions and gestures are extracted. An in-house extensible markup language-based genetic programming engine (XGP) evolves the emotion recognition module of our system. To improve the computational performance of the recognition module, we implemented and compared several approaches, including directed evolution, collaborative filtering via canonical voting, and a genetic algorithm, for an automated voting system. The experimental results indicate that XGP is feasible for evolving emotion classifiers. In addition, the obtained results verify that collaborative filtering improves the generality of recognition. From a psychological viewpoint, the results prove that different people might express their emotions differently, as the emotion classifiers that are evolved for particular users might not be applied successfully to other user(s).";Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22445266;wos691;'We're all real serious filmmakers': Learning about and creating multimodal mini-documentaries;Zammit K;Journal Article;"Purpose This study aims to seek to demonstrate how explicit teaching of SFL metalinguistic and multimodal grammars enhanced 8-9-year-old children's deeper understanding and production of multimodal texts through critique of the construction of mini-documentaries about animals: the information, language of narration, composition of scenes and resources to engage the viewer. It also seeks to demonstrate how a knowledge of metalinguistic and multimodal grammars contributes to students achieving both content knowledge and understanding of the resources of semiotic modes.
Design/methodology/approach A design-based approach was used with the teacher and author working closely together to implement a unit of work on mini-documentaries, including explicit teaching of the metalanguage of information reports, mini-documentary narration (aka script) and multimodal resources deployed to scaffold students' creating their own mini-documentaries.
Findings The students' mini-documentaries demonstrate how knowledge of SFL written and multimodal SFL-informed grammars assisted students to learn how meaning was created through selection of resources from the written, visual, sound and gestural modes and apply this knowledge to creating multimodal texts demonstrating their understandings of the topic and how to make meaning in a multimodal mini-documentary.
Research limitations/implications The research is limited to the outcomes from one group of students in one class. Generalisation to other contexts is not possible. Further studies are required to support the results from this research.
Practical implications The linguistic and multimodal SFL-informed grammars can be applied by educators to critique multimodal texts in a range of mediums and scaffold students' production of multimodal texts. They can also inform assessment criteria and expand students' conception of what is literate practice.
Originality/value Knowledge of a linguistic and multimodal metalanguage can provide students with the tools to enhance their critical language awareness and critical multimodal awareness.";Excluded;NA;Not focused on gestures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
